database_identifier	chemical_formula	smiles	inchi	metabolite_identification	mass_to_charge	fragmentation	modifications	charge	retention_time	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	METHOD	PUBCHEM	CAS	KEGG	HMDB	FREI-01736	FREI-01737	FREI-01738	FREI-01739	FREI-01740	FREI-01741	FREI-01742	FREI-01743	FREI-01744	FREI-01745	FREI-01746	FREI-01747
CHEBI:17562	C9H13N3O5	Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1	InChI=1S/C9H13N3O5/c10-5-1-2-12(9(16)11-5)8-7(15)6(14)4(3-13)17-8/h1-2,4,6-8,13-15H,3H2,(H2,10,11,16)/t4-,6-,7-,8-/m1/s1	cytidine																	Method 1	6175	65-46-3	C00475	HMDB00089	220437	224437	214268	412480	482210	186079	94071	146311	99407	110040	132215	84418
				cytidine 2' or 3'-monophosphate (2' or 3'-CMP)																	Method 4																
CHEBI:16436	C14H26N4O11P2	C[N+](C)(C)CCOP([O-])(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1ccc(N)nc1=O	InChI=1S/C14H26N4O11P2/c1-18(2,3)6-7-26-30(22,23)29-31(24,25)27-8-9-11(19)12(20)13(28-9)17-5-4-10(15)16-14(17)21/h4-5,9,11-13,19-20H,6-8H2,1-3H3,(H3-,15,16,21,22,23,24,25)/t9-,11-,12-,13-/m1/s1	cytidine 5'-diphosphocholine																	Method 4	13804	33818-15-4	C00307	HMDB01413	295870	236012	449353	280949	368521	551524	311761	684787	729361	824623	1380236	1911560
CHEBI:17361	C9H14N3O8P	Nc1ccn([C@@H]2O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]2O)c(=O)n1	InChI=1S/C9H14N3O8P/c10-5-1-2-12(9(15)11-5)8-7(14)6(13)4(20-8)3-19-21(16,17)18/h1-2,4,6-8,13-14H,3H2,(H2,10,11,15)(H2,16,17,18)/t4-,6-,7-,8-/m1/s1	cytidine 5'-monophosphate (5'-CMP)																	Method 1	6131	63-37-6	C00055	HMDB00095	15252982	13447751	17451372	10564596	12558470	17465928	21183252	26228212	25439276	25483244	29117006	28384992
CHEBI:16556	C20H31N4O16P	[H][C@]1(O[C@](C[C@H](O)[C@H]1NC(C)=O)(OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1ccc(N)nc1=O)C(O)=O)[C@H](O)[C@H](O)CO	InChI=1S/C20H31N4O16P/c1-7(26)22-12-8(27)4-20(18(32)33,39-16(12)13(29)9(28)5-25)40-41(35,36)37-6-10-14(30)15(31)17(38-10)24-3-2-11(21)23-19(24)34/h2-3,8-10,12-17,25,27-31H,4-6H2,1H3,(H,22,26)(H,32,33)(H,35,36)(H2,21,23,34)/t8-,9+,10+,12+,13+,14+,15+,16+,17+,20+/m0/s1	cytidine 5'-monophospho-N-acetylneuraminic acid																	Method 4	448209	3063-71-6	C00128	HMDB01176	661911	639378	790670	571630	800081	922395	2156427	2986880	2783491	2961215	4194005	3092379
CHEBI:17239	C9H15N3O11P2	Nc1ccn([C@@H]2O[C@H](COP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]2O)c(=O)n1	InChI=1S/C9H15N3O11P2/c10-5-1-2-12(9(15)11-5)8-7(14)6(13)4(22-8)3-21-25(19,20)23-24(16,17)18/h1-2,4,6-8,13-14H,3H2,(H,19,20)(H2,10,11,15)(H2,16,17,18)/t4-,6-,7-,8-/m1/s1	cytidine diphosphate																	Method 3	6132	34393-59-4	C00112	HMDB01546	82339	107898	184823	135212	100604	207870	262460	212415	306904	308993	458958	404878
				cytidine-5'-diphosphoethanolamine																	Method 4	123727	72842-05-8	C00570	HMDB01564	50513		107601		79394	158875	82278	237302	213383	232796	460495	511702
CHEBI:16040	C4H5N3O	Nc1cc[nH]c(=O)n1	InChI=1S/C4H5N3O/c5-3-1-2-6-4(8)7-3/h1-2H,(H3,5,6,7,8)	cytosine																	Method 1	597	71-30-7	C00380	HMDB00630				44121	31434							
CHEBI:28197	C15H10O4	Oc1ccc(cc1)-c1coc2cc(O)ccc2c1=O	InChI=1S/C15H10O4/c16-10-3-1-9(2-4-10)13-8-19-14-7-11(17)5-6-12(14)15(13)18/h1-8,16-17H	daidzein																	Method 3	5281708	486-66-8	C10208	HMDB03312	1060251	690930	766279	747306	1010985	359710	1640826	1237813	583517	968161	985138	1246516
CHEBI:16244	C7H15NO2	C[N+](C)(C)CCCC([O-])=O	InChI=1S/C7H15NO2/c1-8(2,3)6-4-5-7(9)10/h4-6H2,1-3H3	deoxycarnitine																	Method 1	134	6249-56-5	C01181	HMDB01161	1662901	1563121	1875776	1469320	1850144	1784805	1636319	2125751	2405358	2254218	3262789	3177744
CHEBI:17737	C27H44O	[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC=C(C)C	InChI=1S/C27H44O/c1-18(2)7-6-8-19(3)23-11-12-24-22-10-9-20-17-21(28)13-15-26(20,4)25(22)14-16-27(23,24)5/h7,9,19,21-25,28H,6,8,10-17H2,1-5H3/t19-,21+,22+,23-,24+,25+,26+,27-/m1/s1	desmosterol																	Method 2	439577	313-04-2	C01802	HMDB02719	3315135	3621581	3623342	3161610	3644572	3146162	81508			69795		
				diacylglycerol (12:0/18:1, 14:0/16:1, 16:0/14:1) [2]*																	Method 2					94597		78473	111168	77621		602667	729815	647260	766827	925657	655177
				diacylglycerol (14:0/18:1, 16:0/16:1) [1]*																	Method 2						102836		38339	86388	60023	389568	234779	340273	386723	334000	441905
				diacylglycerol (14:0/18:1, 16:0/16:1) [2]*																	Method 2					1436920	1486338	1215166	1683652	1517903	1375688	3362242	3708420	2996362	3546607	4249122	4650629
				diacylglycerol (16:1/18:2 [2], 16:0/18:3 [1])*																	Method 2					369607	410991	341273	554382	415848	313282	1014082	960956	863129	1101218	1418707	1333968
	C20H35O2-			dihomo-linoleate (20:2n6)																	Method 3	6439848	2091-39-6	C16525	HMDB05060	134915936	138852128	83445544	123659968	249133904	49195448	250889152	390182304	101891352	128188000	77656576	66496408
				dihomo-linolenate (20:3n3 or n6)																	Method 3	5280581	17046-59-2	C03242	HMDB02925	92005648	61827580	40581616	59910660	122979408	23100020	178491120	259070192	93390680	82763008	65898456	67765952
				dihomo-linolenoylcarnitine (C20:3n3 or 6)*																	Method 2																
				dihomo-linoleoylcarnitine (C20:2)*																	Method 2																
				dimethylarginine (SDMA + ADMA)																	Method 1	123831	102783-24-4	C03626	HMDB01539	19723550	20247816	23156630	22710740	28001732	26264136	12724283	12214268	11405947	12333456	12580409	11287717
CHEBI:17724	C4H9NO2	CN(C)CC(O)=O	InChI=1S/C4H9NO2/c1-5(2)3-4(6)7/h3H2,1-2H3,(H,6,7)	dimethylglycine																	Method 1	673	1118-68-9	C01026	HMDB00092							87860					178466
CHEBI:145970	C22H40O2	C(CCCCCCCCC(O)=O)CC/C=C/C/C=C/CCCCC	InChI=1S/C22H40O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(23)24/h6-7,9-10H,2-5,8,11-21H2,1H3,(H,23,24)/b7-6+,10-9+	docosadienoate (22:2n6)																	Method 3	5282807	7370-49-2	C16533	HMDB61714	11431206	18041904	13687241	12727868	25956532	4180568	26063640	26359104	16175894	22192438	10365032	10919332
				docosahexaenoate (DHA; 22:6n3)																	Method 3	445580	6217-54-5	C06429	HMDB02183	82633840	85165928	35545376	60147664	203425056	24669400	425508128	559619904	161579232	179814464	92081760	98551520
				docosapentaenoate (n3 DPA; 22:5n3)																	Method 3	6441454	2234-74-4	C16513	HMDB06528	42017896	39137824	19182860	35782084	75302000	13304443	162493168	252270752	51083372	60986472	40060448	32823548
				docosapentaenoate (n6 DPA; 22:5n6)																	Method 3	6441454	25182-74-5	C16513	HMDB01976	4981832	9589447	5622773	2716882	25182608	2796147	25364408	8194841	16468457	11631156	3619430	10706030
				docosatrienoate (22:3n6)*																	Method 3					34698536	36045388	20453448	26315754	59204484	7957959	30001762	42753872	17406452	16581188	11395611	11750388
				dodecanedioate (C12-DC)																	Method 3	12736	693-23-2	C02678	HMDB00623	137295		175954		185145	56657	83110		52143	65263	89279	144789
				eicosanoylsphingosine (d20:1)*																	Method 2					268408	291417	318348	266934	329033	317999	234614	232164	245401	265605	292929	316519
				eicosapentaenoate (EPA; 20:5n3)																	Method 3	446284	10-2005-9;10417-94-4	C06428	HMDB01999	29486180	33155400	16428840	24213778	74102656	10615659	147341888	172217328	61327880	61414052	36168896	37893728
				eicosenoate (20:1)																	Method 3	5282768		C16526	HMDB02231	99906000	108597128	84994912	93126744	189606192	33616656	201285232	264743552	113743168	129960072	84151056	77250272
				eicosenoylcarnitine (C20:1)*																	Method 2																
				erucate (22:1n9)																	Method 3	5281116	112-86-7	C08316	HMDB02068	19073264	23463806	15751211	20460570	36360192	8174168	44972048	60544688	23352860	29123880	25718948	17397400
CHEBI:17113	C4H10O4	OC[C@H](O)[C@H](O)CO	InChI=1S/C4H10O4/c5-1-3(7)4(8)2-6/h3-8H,1-2H2/t3-,4+	erythritol																	Method 4	222285	149-32-6	C00503	HMDB02994	276246	221741	220006	268231	337214	266789	322458	340642	389409	386757	492932	541576
CHEBI:37654	C4H8O5			erythronate*																	Method 4	2781043	88759-55-1		HMDB00613	12373287	10597937	10830467	11003503	12627699	12211701	24450764	34107724	36619592	34993248	53704208	56469720
CHEBI:741548	C5H8O4	CCC(C(O)=O)C(O)=O	InChI=1S/C5H8O4/c1-2-3(4(6)7)5(8)9/h3H,2H2,1H3,(H,6,7)(H,8,9)	ethylmalonate																	Method 4	11756	601-75-2		HMDB00622	580734	666408	607164	585072	533127	564637	1186734	1515948	2233625	1981940	2737380	2852458
				flavin adenine dinucleotide (FAD)																	Method 3	643975	146-14-5;84366-81-4	C00016	HMDB01248	390074	341777	330780	474596	399090	384320	382213	407236	360189	486255	533095	444496
				flavin mononucleotide (FMN)																	Method 3	710	130-40-5	C00061	HMDB01520	15149	20646		51964		16714				50896	76623	25670
CHEBI:28757	C6H12O6			fructose																	Method 4	5984	57-48-7	C00095	HMDB00660	4534605	4926313	3356093	4951283	5713143	3312983	2953611	2857274	2376634	2232199	1745009	1497705
				fructose 1,6-diphosphate/glucose 1,6-diphosphate/myo-inositol diphosphates																	Method 3			C00354		867565	880200	816523	1225094	1007742	601251	1091963	648148	681242	984263	849348	573051
CHEBI:18012	C4H4O4	OC(=O)\C=C\C(O)=O	InChI=1S/C4H4O4/c5-3(6)1-2-4(7)8/h1-2H,(H,5,6)(H,7,8)/b2-1+	fumarate																	Method 4	444972	100-17-8	C00122	HMDB00134	9215209	9800086	12855991	10184458	9567129	14287331	15404471	14325773	20622204	20117520	25423900	30576352
CHEBI:24149	C6H12O7			galactonate																	Method 4	128869	299-28-5	C00880	HMDB00565	1052353	1059271	1281052	1152022	1357777	1318388	1374146	2883486	2387617	2324198	3022532	3445178
CHEBI:37480	C6H13O9P	OC[C@H]1OC(OP(O)(O)=O)[C@H](O)[C@@H](O)[C@H]1O	InChI=1S/C6H13O9P/c7-1-2-3(8)4(9)5(10)6(14-2)15-16(11,12)13/h2-10H,1H2,(H2,11,12,13)/t2-,3+,4+,5-,6?/m1/s1	galactose 1-phosphate																	Method 4	123912	19046-60-7	C00446	HMDB00645		564073	634606	340402	604434	711936	709096	731193	1120934	1030381	1076519	1428772
CHEBI:24168	C9H18O8			galactosylglycerol*																	Method 4	16048618	16232-91-0	C05401	HMDB06790	131327	124219	137425	108328	154664	176545	209701	327750	379720	337601	481074	457971
CHEBI:17543	C6H11O10P	O[C@@H]1[C@@H](O)[C@H](O[C@@H]([C@@H]1O)C(O)=O)OP(O)(O)=O	InChI=1S/C6H11O10P/c7-1-2(8)4(5(10)11)15-6(3(1)9)16-17(12,13)14/h1-4,6-9H,(H,10,11)(H2,12,13,14)/t1-,2+,3+,4-,6+/m0/s1	galacturonate 1-phosphate																	Method 3	440203	103192-54-7	C04037		758051	820582	646347	976125	1044478	660123	128957	137034	144750	158581	164575	153973
				gamma-aminobutyrate (GABA)																	Method 1	119	56-12-2	C00334	HMDB00112	6509622	5350270	6682260	6016161	6447207	6224854	14920533	20033716	22368588	20221334	29388582	30454684
CHEBI:133092	C9H16N2O5	NC(C(O)=O)CCC(=O)NC(C(=O)O)CC	InChI=1S/C9H16N2O5/c1-2-6(9(15)16)11-7(12)4-3-5(10)8(13)14/h5-6H,2-4,10H2,1H3,(H,11,12)(H,13,14)(H,15,16)	gamma-glutamyl-2-aminobutyrate																	Method 1		16869-42-4			90300	55325	94211	70668	84835	86698	167755	232642	244409	241688	324205	295657
CHEBI:88494	C11H21N3O5	O=C(CC[C@H](N)C(O)=O)NCCCC[C@H](N)C(O)=O	InChI=1S/C11H21N3O5/c12-7(10(16)17)3-1-2-6-14-9(15)5-4-8(13)11(18)19/h7-8H,1-6,12-13H2,(H,14,15)(H,16,17)(H,18,19)/t7-,8-/m0/s1	gamma-glutamyl-epsilon-lysine																	Method 1	7015685	17105-15-6		HMDB03869	63576	49353	59046	64099		54116	97155	119690	81380	86000	100214	98527
CHEBI:17515	C8H14N2O5S	N[C@@H](CCC(=O)N[C@@H](CS)C(O)=O)C(O)=O	InChI=1S/C8H14N2O5S/c9-4(7(12)13)1-2-6(11)10-5(3-16)8(14)15/h4-5,16H,1-3,9H2,(H,10,11)(H,12,13)(H,14,15)/t4-,5-/m0/s1	gamma-glutamylcysteine																	Method 1	842	636-58-8	C00669	HMDB01049	785808	584432	981157	754838	719939	1064120	1209180	1932361	2257978	2344589	3901665	3902301
CHEBI:73705	C10H16N2O7	N[C@@H](CCC(=O)N[C@@H](CCC(O)=O)C(O)=O)C(O)=O	InChI=1S/C10H16N2O7/c11-5(9(16)17)1-3-7(13)12-6(10(18)19)2-4-8(14)15/h5-6H,1-4,11H2,(H,12,13)(H,14,15)(H,16,17)(H,18,19)/t5-,6-/m0/s1	gamma-glutamylglutamate																	Method 1	92865	1116-22-9	C05282	HMDB11737	838806	736587	887394	741192	728808	764010	815216	795655	834325	921524	1062263	1011615
CHEBI:73707	C10H17N3O6	N[C@@H](CCC(=O)N[C@@H](CCC(N)=O)C(O)=O)C(O)=O	InChI=1S/C10H17N3O6/c11-5(9(16)17)1-4-8(15)13-6(10(18)19)2-3-7(12)14/h5-6H,1-4,11H2,(H2,12,14)(H,13,15)(H,16,17)(H,18,19)/t5-,6-/m0/s1	gamma-glutamylglutamine																	Method 1	150914	10148-81-9	C05283	HMDB11738	34423	29829	26073	22936	36909							
				gamma-glutamylglycine																	Method 1	165527	1948-29-4		HMDB11667												
CHEBI:133032	C11H16N4O5	N[C@H](C(O)=O)CCC(=O)N[C@@H](CC=1N=CNC1)C(O)=O	InChI=1S/C11H16N4O5/c12-7(10(17)18)1-2-9(16)15-8(11(19)20)3-6-4-13-5-14-6/h4-5,7-8H,1-3,12H2,(H,13,14)(H,15,16)(H,17,18)(H,19,20)/t7-,8-/m0/s1	gamma-glutamylhistidine																	Method 1	7017195	37460-15-4														
CHEBI:68434	C11H20N2O5	CC[C@H](C)[C@H](NC(=O)CC[C@H](N)C(O)=O)C(O)=O	InChI=1S/C11H20N2O5/c1-3-6(2)9(11(17)18)13-8(14)5-4-7(12)10(15)16/h6-7,9H,3-5,12H2,1-2H3,(H,13,14)(H,15,16)(H,17,18)/t6-,7-,9-/m0/s1	gamma-glutamylisoleucine*																	Method 3	14253342			HMDB11170					20463		44941	35991	28250	54644	89670	85421
CHEBI:68433	C11H20N2O5	CC(C)C[C@H](NC(=O)CC[C@H](N)C(O)=O)C(O)=O	InChI=1S/C11H20N2O5/c1-6(2)5-8(11(17)18)13-9(14)4-3-7(12)10(15)16/h6-8H,3-5,12H2,1-2H3,(H,13,14)(H,15,16)(H,17,18)/t7-,8-/m0/s1	gamma-glutamylleucine																	Method 3	151023	2566-39-4		HMDB11171	31414	30091	31207	28144	29080	22427	77929	109333	52890	93280	152262	161644
CHEBI:82965	C10H18N2O5S	C(=O)([C@@H](NC(=O)CC[C@@H](C(=O)O)N)CCSC)O	InChI=1S/C10H18N2O5S/c1-18-5-4-7(10(16)17)12-8(13)3-2-6(11)9(14)15/h6-7H,2-5,11H2,1H3,(H,12,13)(H,14,15)(H,16,17)/t6-,7-/m0/s1	gamma-glutamylmethionine																	Method 1	7009567	17663-87-5		HMDB29155												
CHEBI:82966	C14H18N2O5	NC(CCC(=O)NC(Cc1ccccc1)C(O)=O)C(O)=O	InChI=1S/C14H18N2O5/c15-10(13(18)19)6-7-12(17)16-11(14(20)21)8-9-4-2-1-3-5-9/h1-5,10-11H,6-8,15H2,(H,16,17)(H,18,19)(H,20,21)	gamma-glutamylphenylalanine																	Method 3	111299	7432-24-8		HMDB00594		19861		20161	35250		35261	27723	29898	39269	49956	38024
CHEBI:82968	C9H16N2O6	CC(O)C(NC(=O)CCC(N)C(O)=O)C(O)=O	InChI=1S/C9H16N2O6/c1-4(12)7(9(16)17)11-6(13)3-2-5(10)8(14)15/h4-5,7,12H,2-3,10H2,1H3,(H,11,13)(H,14,15)(H,16,17)	gamma-glutamylthreonine																	Method 1	76078708	5652-48-2		HMDB29159	20260				23264			25375	20468	47345	62525	45215
CHEBI:28088	C15H10O5	OC1=CC=C(C=C1)C1=COC2=C(C(O)=CC(O)=C2)C1=O	InChI=1S/C15H10O5/c16-9-3-1-8(2-4-9)11-7-20-13-6-10(17)5-12(18)14(13)15(11)19/h1-7,16-18H	genistein																	Method 2	5280961	446-72-0	C06563	HMDB03217	77868	72520	93431	60080	60438	77791	106170	92064	127903	93172	110218	115186
CHEBI:24266	C6H12O7			gluconate																	Method 4	10690	527-07-1	C00257	HMDB00625	328289	439794		556069	654644	675676	511449	718268	978167	956914	839502	1335001
CHEBI:17234	C6H12O6			glucose																	Method 4	79025	50-99-7	C00031	HMDB00122	12268181	18579242	7455356	18014652	21657044	7487321	1125817	1467924	1300185	1335556	1360528	1351428
CHEBI:14314	C6H13O9P			glucose 6-phosphate																	Method 4	5958	103192-55-8	C00668	HMDB01401	2968107	3425986	1590478	3551042	3790004	1912495	391600	553695	510053	478104	561633	487835
CHEBI:24298	C6H10O7			glucuronate																	Method 4	444791	207300-70-7	C00191	HMDB00127	944367	938551	886653	997767	1260084	1245164	702495	1289464	1124519	1161920	1621981	1544026
CHEBI:18237	C5H9NO4	NC(CCC(O)=O)C(O)=O	InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)	glutamate																	Method 1	611	56-86-0	C00025	HMDB00148	646454464	536474336	598093184	573178880	575087744	548516800	417443136	447337120	513406976	533723168	688426816	626090112
CHEBI:193556	C6H11NO4	COC(=O)CCC(N)C(O)=O	InChI=1S/C6H11NO4/c1-11-5(8)3-2-4(7)6(9)10/h4H,2-3,7H2,1H3,(H,9,10)	glutamate, gamma-methyl ester																	Method 1	68662	1499-55-4;1499-55-4		HMDB61715	255790	168168	346832	208733	251875	239375	258040	264354	356296	377208	602699	405618
CHEBI:28300	C5H10N2O3	NC(CCC(N)=O)C(O)=O	InChI=1S/C5H10N2O3/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H2,7,8)(H,9,10)	glutamine																	Method 1	5961	56-85-9	C00064	HMDB00641	106391056	90725792	87915120	94699928	117901080	113120040	39502736	45094904	41981504	49450516	62627804	61967136
				glutarate (C5-DC)																	Method 4	743	110-94-1	C00489	HMDB00661	740805	734908	746650	1110482	921288	804187	539470	849567	614513	745830	932223	623084
				glutathione, oxidized (GSSG)																	Method 1	65359	103239-24-3	C00127	HMDB03337	2675605	2582776	2365516	2727417	2634882	2227690	4591350	4164066	4859480	5628348	5590343	6700180
CHEBI:16856	C10H17N3O6S	N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O	InChI=1S/C10H17N3O6S/c11-5(10(18)19)1-2-7(14)13-6(4-20)9(17)12-3-8(15)16/h5-6,20H,1-4,11H2,(H,12,17)(H,13,14)(H,15,16)(H,18,19)/t5-,6-/m0/s1	glutathione, reduced (GSH)																	Method 1	124886	70-18-8	C00051	HMDB00125	164929760	155177536	180745568	130398440	161418128	198151968	164494656	204885088	271537792	266795600	338214592	368473888
CHEBI:33508	C3H6O4	OCC(O)C(O)=O	InChI=1S/C3H6O4/c4-1-2(5)3(6)7/h2,4-5H,1H2,(H,6,7)	glycerate																	Method 4	752	600-19-1	C00258	HMDB00139	11219030	15909037	14239996	14644438	22429266	13552699	5873668	5660240	4132381	5083840	4471729	3675424
CHEBI:17754	C3H8O3	OCC(O)CO	InChI=1S/C3H8O3/c4-1-3(6)2-5/h3-6H,1-2H2	glycerol																	Method 3	753	56-81-5	C00116	HMDB00131	4044922	4200920	3861847	4999310	5061372	4610143	5948032	5784087	5611382	7581879	8233510	6504558
CHEBI:17270	C3H9O6P	OCC(CO)OP(O)(O)=O	InChI=1S/C3H9O6P/c4-1-3(2-5)9-10(6,7)8/h3-5H,1-2H2,(H2,6,7,8)	glycerol 2-phosphate																	Method 4	2526	819-83-0	C02979	HMDB02520	1519823	1484883	1861329	1035413	1968708	1735570	704357	1041590	645702	779906	1026858	1025566
CHEBI:14336	C3H9O6P	OCC(O)COP(O)(O)=O	InChI=1S/C3H9O6P/c4-1-3(5)2-9-10(6,7)8/h3-5H,1-2H2,(H2,6,7,8)	glycerol 3-phosphate																	Method 1	754	29849-82-9	C00093	HMDB00126	914594	940474	915966	829004	1054019	987884	1707564	2208444	2835586	2233490	3305113	3542566
CHEBI:36314	C5H14NO6P			glycerophosphoethanolamine																	Method 4	123874	33049-08-0	C01233	HMDB00114	19613068	19922176	18243066	16714296	17763920	16958000	39752776	43066784	43703228	43100864	52315124	52672136
CHEBI:5457	C6H15O8P	OCC(O)COP(O)(=O)OCC(O)CO	InChI=1S/C6H15O8P/c7-1-5(9)3-13-15(11,12)14-4-6(10)2-8/h5-10H,1-4H2,(H,11,12)	glycerophosphoglycerol																	Method 4	439964		C03274		11189197	12489597	12768521	10278541	14113078	14406138	7872656	12314917	11610237	10871531	14491276	13554023
CHEBI:36315	C9H19O11P			glycerophosphoinositol*																	Method 4	167572	16824-65-0			10528963	10385092	12078895	10446066	12817683	13192197	11546753	15931595	14076421	14315944	19439712	17486224
				glycerophosphorylcholine (GPC)																	Method 1	71920	28319-77-9	C00670	HMDB00086	154040080	140308336	126888824	152084832	139281392	118695040	325860256	372964448	380252320	366829216	396967136	400994752
CHEBI:35766	C8H12NO10PR2			glycerophosphoserine*																	Method 1	3081457				403055	363254	396270	341037	466357	446770	285299	290774	351603	198045	364957	389610
CHEBI:15428	C2H5NO2	NCC(O)=O	InChI=1S/C2H5NO2/c3-1-2(4)5/h1,3H2,(H,4,5)	glycine																	Method 1	750	56-40-6	C00037	HMDB00123	26118904	22932808	28511924	22124440	23807680	27009888	20072946	23649632	30093100	25004682	33254580	33228932
CHEBI:36274	C26H43NO5	[H][C@@]12C[C@H](O)CC[C@]1(C)[C@@]1([H])CC[C@]3(C)[C@]([H])(CC[C@@]3([H])[C@]1([H])[C@H](O)C2)[C@H](C)CCC(=O)NCC(O)=O	InChI=1S/C26H43NO5/c1-15(4-7-22(30)27-14-23(31)32)18-5-6-19-24-20(9-11-26(18,19)3)25(2)10-8-17(28)12-16(25)13-21(24)29/h15-21,24,28-29H,4-14H2,1-3H3,(H,27,30)(H,31,32)/t15-,16+,17-,18-,19+,20+,21-,24+,25+,26-/m1/s1	glycochenodeoxycholate																	Method 3	12544	16564-43-5	C05466	HMDB00637	46932	38950		61166			63436	37639	13478	51288	67121	
				glycosyl ceramide (d16:1/24:1, d18:1/22:1)*																	Method 2					647475	745369	712381	506726	719884	858631	1785737	2298158	1954218	2054987	2711922	3139959
				glycosyl ceramide (d18:1/20:0, d16:1/22:0)*																	Method 2					454661	599151	587605	446291	479023	714985	1328941	1245983	1349635	1466544	1525999	1808647
				glycosyl ceramide (d18:1/23:1, d17:1/24:1)*																	Method 2					747752	948672	1059315	809767	1049896	1220733	2189874	2448895	2347522	2402221	3051923	3137170
				glycosyl ceramide (d18:2/24:1, d18:1/24:2)*																	Method 2					5580072	6459326	6575580	5079559	5568697	7768671	5460675	6109635	4693591	5847610	7716558	7896870
				glycosyl-N-(2-hydroxynervonoyl)-sphingosine (d18:1/24:1(2OH))*																	Method 2					9590375	9105818	8876328	10422785	9789390	10976529	6524724	6969918	6872378	7946015	9037975	10319646
				glycosyl-N-behenoyl-sphingadienine (d18:2/22:0)*																	Method 2					1936187	2506252	2377721	1861730	2038706	2924348	2574695	2277700	2511164	2704232	2971276	2918395
				glycosyl-N-nervonoyl-sphingosine (d18:1/24:1)*																	Method 2					13267630	15027276	16481017	12876805	13996466	20365656	23776168	29866686	20336980	31625148	40948224	38435816
				glycosyl-N-palmitoyl-sphingosine (d18:1/16:0)																	Method 2					25188150	27915022	26027156	24417544	26347740	30345392	46305000	43957656	45284680	47544248	45724132	51149188
				glycosyl-N-stearoyl-sphingosine (d18:1/18:0)																	Method 2					804411	957108	1002761	812241	951508	1134034	2208398	2168830	2613263	2575382	2772186	3116571
CHEBI:73514	C8H16N2O3	CC(C)C[C@H](NC(=O)CN)C(O)=O	InChI=1S/C8H16N2O3/c1-5(2)3-6(8(12)13)10-7(11)4-9/h5-6H,3-4,9H2,1-2H3,(H,10,11)(H,12,13)/t6-/m0/s1	glycylleucine																	Method 1	92843	869-19-2	C02155	HMDB00759	665802	684464	543437	659768	650851	457919	260717	181136	182834	199350	147469	108286
CHEBI:73922	C7H14N2O3	CC(C)[C@H](NC(=O)CN)C(O)=O	InChI=1S/C7H14N2O3/c1-4(2)6(7(11)12)9-5(10)3-8/h4,6H,3,8H2,1-2H3,(H,9,10)(H,11,12)/t6-/m0/s1	glycylvaline																	Method 1	97417	1963-21-9		HMDB28854	338552	309025	283817	360821	360006	271868	271244	203865	158359	167551	176120	179313
CHEBI:16235	C5H5N5O	C12=C(N=C(NC1=O)N)NC=N2	InChI=1S/C5H5N5O/c6-5-9-3-2(4(11)10-5)7-1-8-3/h1H,(H4,6,7,8,9,10,11)	guanine																	Method 1	764	73-40-5	C00242	HMDB00132	125903848	123562056	125102288	154059088	174888768	135303744	33633208	39679916	44567208	44635452	50787720	54134172
CHEBI:16750	C10H13N5O5	Nc1nc2n(cnc2c(=O)[nH]1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O	InChI=1S/C10H13N5O5/c11-10-13-7-4(8(19)14-10)12-2-15(7)9-6(18)5(17)3(1-16)20-9/h2-3,5-6,9,16-18H,1H2,(H3,11,13,14,19)/t3-,5-,6-,9-/m1/s1	guanosine																	Method 3	6802	118-00-3	C00387	HMDB00133	28473298	31308200	21865264	30075850	36809120	14928076	4942045	5940858	3307493	6112525	7618248	9013697
				guanosine 2'-monophosphate (2'-GMP)*																	Method 3	444571				41422	38684		88522	64959	44154	76423			89481	117057	62297
				guanosine 3'-monophosphate (3'-GMP)																	Method 3	3522	117-68-0			111279	103840	156205	127211	109990	177921	89991	196620		140175	266949	
				guanosine 5'- monophosphate (5'-GMP)																	Method 1	6804	5550-12-09 00:00:00	C00144	HMDB01397	6097815	4744677	9977203	2818981	3038807	9931325	21860020	28755720	22521468	24758488	34758460	30754948
